flight_time,distance_to_goal,success,collision,termination_reason,gui,walls,hole_width,hole_height,padding,run_id
2.495833333333352,3.2062438984969206,False,True,collision,False,2,0.45,0.45,0.03,3
2.504166666666686,3.2079057002342166,False,True,collision,False,2,0.45,0.45,0.05,0
2.504166666666686,3.2079057002342166,False,True,collision,False,2,0.45,0.45,0.05,4
5.954166666666649,1.5130966769946523,False,True,collision,False,2,0.45,0.45,0.03,4
9.166666666666467,0.1401435534715567,False,False,path_finished,False,2,0.45,0.35,0.05,1
1.7083333333333286,4.06227863638724,False,True,collision,False,2,0.45,0.45,0.05,2
6.912499999999928,0.09823558111540164,True,False,goal_reached,False,2,0.45,0.45,0.05,1
6.912499999999928,0.09823558111540164,True,False,goal_reached,False,2,0.45,0.45,0.07,0
6.2333333333333,0.09917715260185662,True,False,goal_reached,False,2,0.45,0.45,0.07,1
4.475000000000066,2.1412769009123127,False,True,collision,False,2,0.45,0.45,0.05,3
4.12083333333342,2.054129806889681,False,True,collision,False,2,0.45,0.35,0.07,4
6.912499999999928,0.09823558111540164,True,False,goal_reached,False,2,0.45,0.45,0.07,3
3.3416666666667276,1.8484813242425058,False,True,collision,False,2,0.45,0.55,0.03,1
5.774999999999992,1.6828313452545558,False,True,collision,False,2,0.45,0.45,0.07,4
9.916666666666424,0.09971935836896856,True,False,goal_reached,False,2,0.35,0.55,0.07,3
6.704166666666606,0.09912170682710063,True,False,goal_reached,False,2,0.45,0.55,0.03,0
1.845833333333328,4.042765564586955,False,True,collision,False,2,0.45,0.55,0.05,2
5.241666666666689,0.09837151433770135,True,False,goal_reached,False,2,0.45,0.55,0.03,4
5.241666666666689,0.09837151433770135,True,False,goal_reached,False,2,0.45,0.55,0.05,0
4.9333333333333735,1.3726069808403267,False,True,collision,False,2,0.45,0.55,0.05,1
6.033333333333311,0.09976609978496288,True,False,goal_reached,False,2,0.45,0.55,0.03,3
5.858333333333321,0.09928551347076774,True,False,goal_reached,False,2,0.45,0.55,0.03,2
3.6750000000000775,1.5843434325049928,False,True,collision,False,2,0.45,0.55,0.07,2
7.712499999999882,0.09937455658935036,True,False,goal_reached,False,2,0.45,0.35,0.07,0
5.241666666666689,0.09837151433770135,True,False,goal_reached,False,2,0.45,0.55,0.05,4
6.4166666666666226,0.09778147239468923,True,False,goal_reached,False,2,0.45,0.55,0.05,3
5.512500000000007,0.09912191365868968,True,False,goal_reached,False,2,0.45,0.55,0.07,0
7.712499999999882,0.09937455658935036,True,False,goal_reached,False,2,0.45,0.35,0.07,2
5.237500000000023,0.09849072808696258,True,False,goal_reached,False,2,0.45,0.55,0.07,1
1.499999999999996,3.9879417959472434,False,True,collision,False,2,0.45,0.65,0.05,0
5.425000000000012,0.09808218143508439,True,False,goal_reached,False,2,0.45,0.55,0.07,3
6.133333333333305,0.09989209284796485,True,False,goal_reached,False,2,0.45,0.65,0.03,2
4.637500000000057,1.9287739237305659,False,True,collision,False,2,0.45,0.65,0.03,3
5.395833333333347,1.425067766975655,False,True,collision,False,2,0.45,0.65,0.03,1
4.8166666666667135,1.7047078505489985,False,True,collision,False,2,0.45,0.65,0.03,4
5.395833333333347,1.425067766975655,False,True,collision,False,2,0.45,0.65,0.03,0
6.0958333333333075,0.09816466571300969,True,False,goal_reached,False,2,0.45,0.65,0.05,3
5.899999999999985,1.8083729722199595,False,True,collision,False,2,0.45,0.35,0.05,2
5.395833333333347,1.425067766975655,False,True,collision,False,2,0.45,0.65,0.05,2
6.8916666666665956,0.09824224048735669,True,False,goal_reached,False,2,0.45,0.65,0.07,2
7.34166666666657,0.09696250504574921,True,False,goal_reached,False,2,0.45,0.65,0.07,1
2.2833333333333417,3.265413971879519,False,True,collision,False,2,0.45,0.75,0.03,2
2.0208333333333286,3.9526482698849894,False,True,collision,False,2,0.45,0.75,0.05,1
5.2333333333333565,0.09878675218043728,True,False,goal_reached,False,2,0.45,0.75,0.03,3
5.2333333333333565,0.09878675218043728,True,False,goal_reached,False,2,0.45,0.75,0.03,1
5.445833333333344,1.3157808279039984,False,True,collision,False,2,0.45,0.65,0.07,4
6.074999999999975,1.5959900390625785,False,True,collision,False,2,0.45,0.75,0.03,0
